candidate_id,outage_s,ballistic_delay_s,ballistic_delay_min,total_ballistic_s,total_ballistic_min,recovery_horizon_s,recovery_horizon_min,recovery_orbits,state_start_dR_km,state_start_dT_km,state_start_dN_km,state_start_dVR_mps,state_start_dVT_mps,state_start_dVN_mps,outage_terminal_error_km,recovery_start_error_km,phase_r_deg,phase_t_deg,phase_n_deg,phase_r_rad,phase_t_rad,phase_n_rad,priority_axis,q_like_r_km_s2,q_like_t_km_s2,q_like_n_km_s2,terminal_position_error_km,terminal_velocity_error_mps,extra_dv_mps,solver_nfev,solver_success,recoverable_flag,tradeoff_score,ssa_eval_object_count,new_close_approach_count,baseline_min_catalog_miss_distance_km,candidate_min_catalog_miss_distance_km,delta_min_miss_distance_km,candidate_p10_catalog_miss_distance_km,risk_proxy_peak,risk_proxy_p95,nearest_object_name,nearest_object_catnr,nearest_object_baseline_miss_km,nearest_object_candidate_miss_km
out30_delay1800_rec900,30,1800,30.0,1830,30.5,900,15.0,0.16082916368834882,-0.0004484219699346418,0.0003930525634799954,0.0,-0.00031003371064878985,0.0008333489675165814,0.0,2.603838540815149e-06,0.0005962990699122886,180.0,45.0,90.0,3.141592653589793,0.7853981633974483,1.5707963267948966,T,1.45169664130024e-09,-1.8964434539813754e-09,-0.0,0.001430540559312949,0.002784167850340969,0.005669672150280532,31,True,True,0.461116689545773,10,0,185.76574336115382,185.76658005484342,0.0008366936895924937,881.280703250593,4.956662208142207e-34,5.732821073965416e-69,ASTROCAST-0401,55110,185.76574336115382,185.76658005484342
out300_delay1800_rec900,300,1800,30.0,2100,35.0,900,15.0,0.16082916368834882,-0.004876668649793519,0.005141383004992207,0.0,-0.0028153007670077322,0.009214758775466961,0.0,0.0002573013542230842,0.0070863048427161,180.0,-90.0,67.5,3.141592653589793,-1.5707963267948966,1.1780972450961724,T,1.516926912332592e-08,-2.293339371346257e-08,-0.0,0.014816136757877376,0.009131057124326727,0.005669672150280532,31,True,True,0.8728196576543277,10,0,175.16062282343933,175.15216060185296,-0.008462221586370333,881.1331464986529,2.468470304122364e-30,5.161376048506818e-58,ASTROCAST-0401,55110,175.16062282343933,175.15216060185296
out600_delay1800_rec900,600,1800,30.0,2400,40.0,900,15.0,0.16082916368834882,-0.010481700935620522,0.013306263090899894,0.0,-0.004810411047090894,0.02006510446099706,0.0,0.000997297439249454,0.016938792517414956,180.0,-90.0,67.5,3.141592653589793,-1.5707963267948966,1.1780972450961724,T,3.1225644214349195e-08,-5.5149531107033505e-08,-0.0,0.034368865512487856,0.020247504650734036,0.005669672150280532,31,True,True,1.4635758547496929,10,0,158.1708747223977,158.15187635280722,-0.018998369590491393,873.7916296230626,7.259925452974376e-25,1.1140677230296665e-49,ASTROCAST-0401,55110,158.1708747223977,158.15187635280722
